	Alive_mice	Unborn_mice
0	100	0
1	100	0
2	100	0
3	100	0
4	100	0
5	100	0
6	100	0
7	100	0
8	100	0
9	100	0
10	100	0
11	100	0
12	100	0
13	100	0
14	100	0
15	100	0
16	100	0
17	100	0
18	100	0
19	100	0
20	100	0
21	100	0
22	100	0
23	100	0
24	100	0
25	100	0
26	100	0
27	100	0
28	100	0
29	100	0
30	100	0
31	100	0
32	100	0
33	100	0
34	100	0
35	100	0
36	100	0
37	100	0
38	100	0
39	100	0
40	100	0
41	100	0
42	100	0
43	100	0
44	100	0
45	100	0
46	100	0
47	100	0
48	100	0
49	100	0
50	100	0
51	100	0
52	100	0
53	100	0
54	100	0
55	100	0
56	100	0
57	100	0
58	100	0
59	100	0
60	100	0
61	100	0
62	99	0
63	99	0
64	99	0
65	99	0
66	99	0
67	99	0
68	99	0
69	98	0
70	98	0
71	98	0
72	98	0
73	98	0
74	96	0
75	96	0
76	96	0
77	96	0
78	96	0
79	95	0
80	95	0
81	94	0
82	94	0
83	94	0
84	93	0
85	93	0
86	93	0
87	91	0
88	91	0
89	91	0
90	91	0
91	91	0
92	91	0
93	91	0
94	91	0
95	91	0
96	91	0
97	90	0
98	90	0
99	90	0
100	90	0
101	90	0
102	90	0
103	90	0
104	90	0
105	90	0
106	90	0
107	90	0
108	90	0
109	88	0
110	88	0
111	88	0
112	88	0
113	87	0
114	87	0
115	87	0
116	87	0
117	87	0
118	86	0
119	86	0
120	86	0
121	85	0
122	85	0
123	84	0
124	84	0
125	84	0
126	84	0
127	84	0
128	84	0
129	84	0
130	84	0
131	84	0
132	84	0
133	84	0
134	84	0
135	84	0
136	83	0
137	83	0
138	83	0
139	83	0
140	82	0
141	82	0
142	82	0
143	82	0
144	82	0
145	82	0
146	82	0
147	82	0
148	82	0
149	82	0
150	82	0
151	82	0
152	82	0
153	82	0
154	82	0
155	82	0
156	81	0
157	81	0
158	81	0
159	81	0
160	80	0
161	80	0
162	80	0
163	80	0
164	80	0
165	80	0
166	80	0
167	80	0
168	80	0
169	80	0
170	80	0
171	79	0
172	79	0
173	79	0
174	79	0
175	79	0
176	79	0
177	79	0
178	79	0
179	79	0
180	79	0
181	77	0
182	77	0
183	77	0
184	77	0
185	76	0
186	76	0
187	76	0
188	74	0
189	74	0
190	74	0
191	74	0
192	74	0
193	74	0
194	74	0
195	73	0
196	73	0
197	73	0
198	73	0
199	73	0
200	72	0
201	72	0
202	72	0
203	72	0
204	72	0
205	72	0
206	72	0
207	72	0
208	71	0
209	71	0
210	70	0
211	69	0
212	68	0
213	67	0
214	67	0
215	67	0
216	67	0
217	67	0
218	67	0
219	67	0
220	67	0
221	67	0
222	67	0
223	67	0
224	66	0
225	66	0
226	66	0
227	66	0
228	66	0
229	66	0
230	66	0
231	66	0
232	65	0
233	65	0
234	64	0
235	64	0
236	64	0
237	64	0
238	63	0
239	63	0
240	62	0
241	62	0
242	62	0
243	62	0
244	62	0
245	62	0
246	62	0
247	62	0
248	62	0
249	62	0
250	62	0
251	61	0
252	61	0
253	61	0
254	61	0
255	60	0
256	60	0
257	60	0
258	59	0
259	59	0
260	58	0
261	58	0
262	57	0
263	57	0
264	57	0
265	56	0
266	56	0
267	56	0
268	56	0
269	56	0
270	56	0
271	56	0
272	56	0
273	56	0
274	56	0
275	56	0
276	56	0
277	56	0
278	56	0
279	56	0
280	56	0
281	56	0
282	56	0
283	55	0
284	55	0
285	54	0
286	54	0
287	54	0
288	52	0
289	51	0
290	51	0
291	51	0
292	51	0
293	51	0
294	51	0
295	51	0
296	51	0
297	51	0
298	51	0
299	51	0
300	51	0
301	51	0
302	51	0
303	51	0
304	51	0
305	50	0
306	48	0
307	48	0
308	47	0
309	47	0
310	47	0
311	47	0
312	46	0
313	45	0
314	45	0
315	45	0
316	45	0
317	45	0
318	45	0
319	45	0
320	45	0
321	45	0
322	44	0
323	43	0
324	41	0
325	41	0
326	41	0
327	41	0
328	41	0
329	41	0
330	41	0
331	41	0
332	40	0
333	40	0
334	39	0
335	39	0
336	39	0
337	39	0
338	39	0
339	39	0
340	39	0
341	39	0
342	39	0
343	38	0
344	38	0
345	38	0
346	38	0
347	38	0
348	38	0
349	37	0
350	36	0
351	36	0
352	36	0
353	36	0
354	36	0
355	36	0
356	36	0
357	36	0
358	36	0
359	36	0
360	36	0
361	36	0
362	36	0
363	35	0
364	35	0
365	35	0
366	35	0
367	35	0
368	34	0
369	33	0
370	33	0
371	31	0
372	31	0
373	31	0
374	30	0
375	30	0
376	30	0
377	30	0
378	30	0
379	30	0
380	30	0
381	30	0
382	30	0
383	30	0
384	30	0
385	30	0
386	30	0
387	30	0
388	30	0
389	30	0
390	30	0
391	30	0
392	30	0
393	30	0
394	30	0
395	30	0
396	30	0
397	29	0
398	29	0
399	29	0
400	29	29
401	29	29
402	29	29
403	29	29
404	29	29
405	29	29
406	29	29
407	28	28
408	28	28
409	28	28
410	28	28
411	28	28
412	28	28
413	27	27
414	27	27
415	27	27
416	27	27
417	27	27
418	27	27
419	27	27
420	27	27
421	26	26
422	26	26
423	26	26
424	26	26
425	26	26
426	26	26
427	26	26
428	26	26
429	26	26
430	26	26
431	26	26
432	26	26
433	26	26
434	26	26
435	26	26
436	26	26
437	26	26
438	26	26
439	26	26
440	26	26
441	26	26
442	26	26
443	25	25
444	25	25
445	24	24
446	24	24
447	24	24
448	23	23
449	23	23
450	23	23
451	23	23
452	23	23
453	23	23
454	23	23
455	22	22
456	22	22
457	21	21
458	21	21
459	21	21
460	21	21
461	21	21
462	21	21
463	21	21
464	20	20
465	20	20
466	20	20
467	20	20
468	20	20
469	20	20
470	20	20
471	20	20
472	19	19
473	19	19
474	19	19
475	19	19
476	19	19
477	18	18
478	18	18
479	18	18
480	18	18
481	18	18
482	18	18
483	18	18
484	17	17
485	16	16
486	16	16
487	16	16
488	16	16
489	16	16
490	16	16
491	16	16
492	15	15
493	15	15
494	15	15
495	15	15
496	15	15
497	15	15
498	15	15
499	14	14
500	13	13
501	11	11
502	11	11
503	11	11
504	11	11
505	10	10
506	10	10
507	11	9
508	11	10
509	11	10
510	11	10
511	11	10
512	11	10
513	11	10
514	9	8
515	9	6
516	9	7
517	9	7
518	9	7
519	9	7
520	9	7
521	9	7
522	9	7
523	10	6
524	10	7
525	10	7
526	10	7
527	10	7
528	10	7
529	10	7
530	10	7
531	10	7
532	10	7
533	10	7
534	10	7
535	10	7
536	10	7
537	10	7
538	10	7
539	10	7
540	10	7
541	10	7
542	10	7
543	10	7
544	10	7
545	10	7
546	10	7
547	10	7
548	10	7
549	10	7
550	10	7
551	10	7
552	10	7
553	10	7
554	10	7
555	10	7
556	10	7
557	9	6
558	9	6
559	9	6
560	9	6
561	9	6
562	9	6
563	9	6
564	9	6
565	9	6
566	9	6
567	9	6
568	8	5
569	8	5
570	8	5
571	8	5
572	8	5
573	8	5
574	8	5
575	8	5
576	7	4
577	7	4
578	7	4
579	7	4
580	7	4
581	7	4
582	7	4
583	7	4
584	7	4
585	7	4
586	7	4
587	7	4
588	6	3
589	6	3
590	6	3
591	6	3
592	5	3
593	5	3
594	5	3
595	4	2
596	4	2
597	4	2
598	4	2
599	4	2
600	4	2
601	4	2
602	4	2
603	4	2
604	4	2
605	4	2
606	4	2
607	4	2
608	4	2
609	4	2
610	4	2
611	4	2
612	4	2
613	4	2
614	4	2
615	4	2
616	4	2
617	4	2
618	4	2
619	4	2
620	4	2
621	4	2
622	4	2
623	4	2
624	4	2
625	4	2
626	3	1
627	3	1
628	3	1
629	3	1
630	3	1
631	3	1
632	3	1
633	3	1
634	3	1
635	3	1
636	3	1
637	3	1
638	3	1
639	3	1
640	3	1
641	3	1
642	3	1
643	3	1
644	3	1
645	3	1
646	3	1
647	4	0
648	4	1
649	4	1
650	4	1
651	4	1
652	4	1
653	4	1
654	4	1
655	4	1
656	4	1
657	4	1
658	4	1
659	4	1
660	4	1
661	4	1
662	4	1
663	4	1
664	4	1
665	4	1
666	4	1
667	4	1
668	4	1
669	4	1
670	4	1
671	4	1
672	4	1
673	4	1
674	4	1
675	4	1
676	4	1
677	4	1
678	4	1
679	4	1
680	4	1
681	4	1
682	4	1
683	4	1
684	4	1
685	4	1
686	4	1
687	4	1
688	4	1
689	4	1
690	4	1
691	4	1
692	4	1
693	4	1
694	4	1
695	4	1
696	4	1
697	4	1
698	4	1
699	4	1
700	4	1
701	4	1
702	4	1
703	4	1
704	4	1
705	4	1
706	4	1
707	4	1
708	3	0
709	3	0
710	3	0
711	3	0
712	3	0
713	3	0
714	3	0
715	3	0
716	3	0
717	3	0
718	3	0
719	3	0
720	3	0
721	3	0
722	3	0
723	3	0
724	3	0
725	3	0
726	3	0
727	3	0
728	3	0
729	3	0
730	3	0
731	3	0
732	3	0
733	3	0
734	3	0
735	3	0
736	3	0
737	3	0
738	3	0
739	3	0
740	3	0
741	3	0
742	3	0
743	3	0
744	3	0
745	3	0
746	3	0
747	3	0
748	3	0
749	3	0
750	3	0
751	3	0
752	3	0
753	3	0
754	3	0
755	3	0
756	3	0
757	3	0
758	3	0
759	3	0
760	3	0
761	3	0
762	3	0
763	3	0
764	3	0
765	3	0
766	3	0
767	3	0
768	3	0
769	3	0
770	3	0
771	3	0
772	3	0
773	3	0
774	3	0
775	3	0
776	3	0
777	3	0
778	3	0
779	3	0
780	3	0
781	3	0
782	3	0
783	3	0
784	3	0
785	3	0
786	3	0
787	3	0
788	3	0
789	3	0
790	3	0
791	3	0
792	3	0
793	3	0
794	3	0
795	3	0
796	3	0
797	3	0
798	3	0
799	3	0
800	3	0
801	3	0
802	3	0
803	3	0
804	3	0
805	3	0
806	3	0
807	3	0
808	3	0
809	3	0
810	3	0
811	3	0
812	3	0
813	3	0
814	3	0
815	3	0
816	3	0
817	3	0
818	3	0
819	3	0
820	3	0
821	3	0
822	3	0
823	3	0
824	3	0
825	3	0
826	3	0
827	3	0
828	3	0
829	3	0
830	3	0
831	3	0
832	2	0
833	2	0
834	2	0
835	2	0
836	2	0
837	2	0
838	2	0
839	2	0
840	2	0
841	2	0
842	2	0
843	2	0
844	2	0
845	2	0
846	2	0
847	2	0
848	2	0
849	2	0
850	2	0
851	2	0
852	2	0
853	2	0
854	2	0
855	2	0
856	2	0
857	2	0
858	2	0
859	2	0
860	2	0
861	2	0
862	2	0
863	2	0
864	2	0
865	2	0
866	2	0
867	1	0
868	1	0
869	1	0
870	1	0
871	1	0
872	1	0
873	1	0
874	1	0
875	1	0
876	1	0
877	1	0
878	1	0
879	1	0
880	1	0
881	1	0
882	1	0
883	1	0
884	1	0
885	1	0
886	1	0
887	1	0
888	1	0
889	1	0
890	1	0
891	1	0
892	1	0
893	1	0
894	1	0
895	1	0
896	1	0
897	1	0
898	1	0
899	1	0
900	1	0
901	1	0
902	1	0
903	1	0
904	1	0
905	1	0
906	1	0
907	1	0
908	1	0
909	1	0
910	1	0
911	1	0
912	1	0
913	1	0
914	1	0
915	1	0
916	1	0
917	1	0
918	1	0
919	1	0
920	1	0
921	1	0
922	1	0
923	1	0
924	1	0
925	1	0
926	1	0
927	1	0
928	1	0
929	1	0
930	1	0
931	1	0
932	1	0
933	1	0
934	1	0
935	1	0
936	1	0
937	1	0
938	1	0
939	1	0
940	1	0
941	1	0
942	1	0
943	1	0
944	1	0
945	1	0
946	1	0
947	1	0
948	1	0
949	1	0
950	1	0
951	1	0
952	1	0
953	1	0
954	1	0
955	1	0
956	1	0
957	1	0
958	1	0
959	1	0
960	1	0
961	1	0
962	1	0
963	1	0
964	1	0
965	1	0
966	1	0
967	1	0
968	1	0
969	1	0
970	1	0
971	1	0
972	1	0
973	1	0
974	1	0
975	1	0
976	1	0
977	1	0
978	1	0
979	1	0
980	1	0
981	1	0
982	1	0
983	1	0
984	1	0
985	1	0
986	1	0
987	1	0
988	1	0
989	1	0
990	1	0
991	1	0
992	1	0
993	0	0
